Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Ormiston East,-36.96183109697076,174.89156532306023,Kiwi Shots,-36.96057748178623,174.89647129948105,Photography Studio
Ormiston East,-36.96183109697076,174.89156532306023,Bus Stop 2391,-36.962827,174.896241,Bus Stop
Ormiston East,-36.96183109697076,174.89156532306023,Patea Park,-36.96483612060547,174.88775634765625,Park
Ormiston North,-36.96183109697076,174.89156532306023,Kiwi Shots,-36.96057748178623,174.89647129948105,Photography Studio
Ormiston North,-36.96183109697076,174.89156532306023,Bus Stop 2391,-36.962827,174.896241,Bus Stop
Ormiston North,-36.96183109697076,174.89156532306023,Patea Park,-36.96483612060547,174.88775634765625,Park
Ormiston South,-36.96183109697076,174.89156532306023,Kiwi Shots,-36.96057748178623,174.89647129948105,Photography Studio
Ormiston South,-36.96183109697076,174.89156532306023,Bus Stop 2391,-36.962827,174.896241,Bus Stop
Ormiston South,-36.96183109697076,174.89156532306023,Patea Park,-36.96483612060547,174.88775634765625,Park
Otahuhu Central,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu Central,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu Central,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu Central,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu Central,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu Central,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otahuhu East,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu East,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu East,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu East,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu East,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu East,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otahuhu Industrial,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu Industrial,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu Industrial,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu Industrial,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu Industrial,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu Industrial,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otahuhu North,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu North,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu North,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu North,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu North,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu North,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otahuhu South,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu South,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu South,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu South,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu South,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu South,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otahuhu South West,-36.94383713999997,174.84538839700008,Try It Out,-36.94108933860876,174.8436689738016,Vietnamese Restaurant
Otahuhu South West,-36.94383713999997,174.84538839700008,Sam Woo,-36.94082911983044,174.84289248732682,Vietnamese Restaurant
Otahuhu South West,-36.94383713999997,174.84538839700008,McDonald's,-36.943480830629824,174.84418320343306,Fast Food Restaurant
Otahuhu South West,-36.94383713999997,174.84538839700008,KFC,-36.94601666011455,174.84577413224363,Fast Food Restaurant
Otahuhu South West,-36.94383713999997,174.84538839700008,Nando's,-36.94702880649478,174.8453719193093,Portuguese Restaurant
Otahuhu South West,-36.94383713999997,174.84538839700008,Otahuhu Rec Centre,-36.944625661672895,174.84129285094144,Recreation Center
Otara Central,-36.95600918837258,174.8714083118364,Otara Leisure Centre,-36.959587515417645,174.8719983719309,Basketball Court
Otara East,-36.95600918837258,174.8714083118364,Otara Leisure Centre,-36.959587515417645,174.8719983719309,Basketball Court
Otara South,-36.95600918837258,174.8714083118364,Otara Leisure Centre,-36.959587515417645,174.8719983719309,Basketball Court
Otara West,-36.95600918837258,174.8714083118364,Otara Leisure Centre,-36.959587515417645,174.8719983719309,Basketball Court
Oteha East,-36.71968318099994,174.71923591100006,Bay City Park,-36.718661583041474,174.72017112869935,Park
Oteha East,-36.71968318099994,174.71923591100006,RingBags,-36.72165226759137,174.7191059589386,Outlet Store
Oteha East,-36.71968318099994,174.71923591100006,BilboBags,-36.72176406355516,174.71926152706143,Outlet Store
Oteha East,-36.71968318099994,174.71923591100006,East Coast Bays Football Club,-36.717163,174.722689,Soccer Field
Oteha West,-36.71968318099994,174.71923591100006,Bay City Park,-36.718661583041474,174.72017112869935,Park
Oteha West,-36.71968318099994,174.71923591100006,RingBags,-36.72165226759137,174.7191059589386,Outlet Store
Oteha West,-36.71968318099994,174.71923591100006,BilboBags,-36.72176406355516,174.71926152706143,Outlet Store
Oteha West,-36.71968318099994,174.71923591100006,East Coast Bays Football Club,-36.717163,174.722689,Soccer Field
Owairaka East,-36.8950603155364,174.72155911557084,L'Oeuf,-36.89389761946792,174.72688510928268,Café
Owairaka East,-36.8950603155364,174.72155911557084,Chinoiserie,-36.89408,174.727,Asian Restaurant
Owairaka East,-36.8950603155364,174.72155911557084,Owairaka Park,-36.895378,174.721821,Park
Owairaka East,-36.8950603155364,174.72155911557084,Mt Albert Owairaka Reserve,-36.89130184793581,174.72025787132762,Park
Owairaka West,-36.8950603155364,174.72155911557084,L'Oeuf,-36.89389761946792,174.72688510928268,Café
Owairaka West,-36.8950603155364,174.72155911557084,Chinoiserie,-36.89408,174.727,Asian Restaurant
Owairaka West,-36.8950603155364,174.72155911557084,Owairaka Park,-36.895378,174.721821,Park
Owairaka West,-36.8950603155364,174.72155911557084,Mt Albert Owairaka Reserve,-36.89130184793581,174.72025787132762,Park
Pakuranga Central,-36.91199508879989,174.8579384295014,Stirling Sports,-36.91117477416992,174.86253356933594,Sporting Goods Shop
Pakuranga Central,-36.91199508879989,174.8579384295014,AvantiPlus Waipuna,-36.91121707631216,174.85262658920828,Bike Shop
Pakuranga Heights East,-36.91199508879989,174.8579384295014,Stirling Sports,-36.91117477416992,174.86253356933594,Sporting Goods Shop
Pakuranga Heights East,-36.91199508879989,174.8579384295014,AvantiPlus Waipuna,-36.91121707631216,174.85262658920828,Bike Shop
Pakuranga Heights North West,-36.91606354099997,174.886254064,The Pakuranga Pizza Delivery Company,-36.91525597534437,174.88970508148685,Pizza Place
Pakuranga Heights North West,-36.91606354099997,174.886254064,Four Square,-36.91515061041304,174.88932861716884,Grocery Store
Pakuranga Heights North West,-36.91606354099997,174.886254064,Kiwi Day Trips,-36.9126745,174.88835599999993,Tour Provider
Pakuranga Heights South West,-36.91606354099997,174.886254064,The Pakuranga Pizza Delivery Company,-36.91525597534437,174.88970508148685,Pizza Place
Pakuranga Heights South West,-36.91606354099997,174.886254064,Four Square,-36.91515061041304,174.88932861716884,Grocery Store
Pakuranga Heights South West,-36.91606354099997,174.886254064,Kiwi Day Trips,-36.9126745,174.88835599999993,Tour Provider
Pakuranga West,-36.91199508879989,174.8579384295014,Stirling Sports,-36.91117477416992,174.86253356933594,Sporting Goods Shop
Pakuranga West,-36.91199508879989,174.8579384295014,AvantiPlus Waipuna,-36.91121707631216,174.85262658920828,Bike Shop
Panmure East,-36.907995196280126,174.85802464140596,fulson,-36.90641088754939,174.85907610239448,Department Store
Panmure East,-36.907995196280126,174.85802464140596,Floor Enhancers,-36.9081283,174.86041790000002,Construction & Landscaping
Panmure East,-36.907995196280126,174.85802464140596,Bus Stop 6057,-36.910978,174.861743,Bus Stop
Panmure West,-36.907995196280126,174.85802464140596,fulson,-36.90641088754939,174.85907610239448,Department Store
Panmure West,-36.907995196280126,174.85802464140596,Floor Enhancers,-36.9081283,174.86041790000002,Construction & Landscaping
Panmure West,-36.907995196280126,174.85802464140596,Bus Stop 6057,-36.910978,174.861743,Bus Stop
Papakura Central,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura Central,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura Central,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura Central,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura East,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura East,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura East,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura East,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura Industrial,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura Industrial,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura Industrial,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura Industrial,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura Kelvin,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura Kelvin,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura Kelvin,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura Kelvin,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura Massey Park,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura Massey Park,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura Massey Park,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura Massey Park,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura North,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura North,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura North,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura North,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura North East,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura North East,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura North East,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura North East,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papakura West,-37.059039247999976,174.9480973750001,Eastpark Bakery,-37.06180287753673,174.94729489707515,Bakery
Papakura West,-37.059039247999976,174.9480973750001,Brothers BBQ House,-37.061863,174.947515,Chinese Restaurant
Papakura West,-37.059039247999976,174.9480973750001,Massey Park Aquatic Centre,-37.063167398607455,174.94696614456788,Pool
Papakura West,-37.059039247999976,174.9480973750001,Grove Road Dairy,-37.05828611355147,174.95346428651285,Convenience Store
Papatoetoe Central,-36.97437999999994,174.86395000000005,Lil Abner's,-36.972814006147956,174.86354502682238,Burger Joint
Papatoetoe Central,-36.97437999999994,174.86395000000005,Papatoetoe Sports Centre,-36.97241372598314,174.86113246218792,Athletics & Sports
Papatoetoe Central,-36.97437999999994,174.86395000000005,Roop Darshan,-36.97090405964501,174.86170761877742,Women's Store
Papatoetoe Central,-36.97437999999994,174.86395000000005,Kmart,-36.97144110035737,174.86008902161666,Department Store
Papatoetoe East,-36.97691901299993,174.8553790620001,New World,-36.980345240952,174.85369052944043,Grocery Store
Papatoetoe East,-36.97691901299993,174.8553790620001,VR Baker's Vietnamese Restaurant,-36.979154,174.852099,Vietnamese Restaurant
Papatoetoe East,-36.97691901299993,174.8553790620001,Domino's Pizza,-36.97962951660156,174.8516387939453,Pizza Place
Papatoetoe East,-36.97691901299993,174.8553790620001,Papatoetoe Rugby Football Clubrooms,-36.97473299882486,174.8597021802311,Athletics & Sports
Papatoetoe East,-36.97691901299993,174.8553790620001,Bus Stop 6480 -  Papatoetoe Station,-36.979033827949266,174.8505834484067,Bus Station
Papatoetoe North,-36.97111999999999,174.83517000000006,may wah,-36.972503662109375,174.8343048095703,Chinese Restaurant
Papatoetoe North,-36.97111999999999,174.83517000000006,Graeme Ave Superette,-36.972587,174.834251,Convenience Store
Papatoetoe South,-36.98885999999993,174.85257,Puhinui Train Station,-36.98963886514272,174.8559486815236,Train Station
Papatoetoe South,-36.98885999999993,174.85257,Puhinui Superette,-36.988767,174.85704,Convenience Store
Papatoetoe South West,-36.97691901299993,174.8553790620001,New World,-36.980345240952,174.85369052944043,Grocery Store
Papatoetoe South West,-36.97691901299993,174.8553790620001,VR Baker's Vietnamese Restaurant,-36.979154,174.852099,Vietnamese Restaurant
Papatoetoe South West,-36.97691901299993,174.8553790620001,Domino's Pizza,-36.97962951660156,174.8516387939453,Pizza Place
Papatoetoe South West,-36.97691901299993,174.8553790620001,Papatoetoe Rugby Football Clubrooms,-36.97473299882486,174.8597021802311,Athletics & Sports
Papatoetoe South West,-36.97691901299993,174.8553790620001,Bus Stop 6480 -  Papatoetoe Station,-36.979033827949266,174.8505834484067,Bus Station
Papatoetoe West,-36.97691901299993,174.8553790620001,New World,-36.980345240952,174.85369052944043,Grocery Store
Papatoetoe West,-36.97691901299993,174.8553790620001,VR Baker's Vietnamese Restaurant,-36.979154,174.852099,Vietnamese Restaurant
Papatoetoe West,-36.97691901299993,174.8553790620001,Domino's Pizza,-36.97962951660156,174.8516387939453,Pizza Place
Papatoetoe West,-36.97691901299993,174.8553790620001,Papatoetoe Rugby Football Clubrooms,-36.97473299882486,174.8597021802311,Athletics & Sports
Papatoetoe West,-36.97691901299993,174.8553790620001,Bus Stop 6480 -  Papatoetoe Station,-36.979033827949266,174.8505834484067,Bus Station
Parnell East,-36.8637499757408,174.78014008364647,Nickie's Thai Restaurant,-36.86461824223646,174.77919275522342,Thai Restaurant
Parnell East,-36.8637499757408,174.78014008364647,East West Bikram Yoga,-36.864725050898336,174.77838767374658,Yoga Studio
Parnell East,-36.8637499757408,174.78014008364647,Foundation on George,-36.86368930373956,174.77959440976778,Café
Parnell East,-36.8637499757408,174.78014008364647,Domain Ayr Cafe,-36.86213741084733,174.78184520108118,Café
Parnell East,-36.8637499757408,174.78014008364647,Selera,-36.86753213936945,174.77740052937202,Malay Restaurant
Parnell East,-36.8637499757408,174.78014008364647,Archies Pizzeria,-36.866861457781674,174.7775835048822,Pizza Place
Parnell East,-36.8637499757408,174.78014008364647,Auckland Museum,-36.86049154357707,174.77789733175103,History Museum
Parnell East,-36.8637499757408,174.78014008364647,The Warehouse,-36.865998181807356,174.77905050562168,Department Store
Parnell East,-36.8637499757408,174.78014008364647,The Lumsden Freehouse,-36.867527,174.777998,Bar
Parnell East,-36.8637499757408,174.78014008364647,Event Cinemas,-36.865898644759405,174.77840196847615,Multiplex
Parnell East,-36.8637499757408,174.78014008364647,Safran,-36.867112358488285,174.77780796936494,Italian Restaurant
Parnell East,-36.8637499757408,174.78014008364647,Shaky Isles Coffee Co.,-36.86566540470182,174.77679005484703,Café
Parnell East,-36.8637499757408,174.78014008364647,Mojo Garage,-36.86533473972856,174.77674809641573,Café
Parnell East,-36.8637499757408,174.78014008364647,Burger King,-36.86641966987105,174.77864920925686,Fast Food Restaurant
Parnell East,-36.8637499757408,174.78014008364647,Oobe,-36.86779305617654,174.7777594576754,Electronics Store
Parnell East,-36.8637499757408,174.78014008364647,The Olympic Pools & Fitness Centre,-36.86578261249971,174.77805534979143,Gym
Parnell East,-36.8637499757408,174.78014008364647,Auckland War Memorial Museum,-36.860665,174.777877,History Museum
Parnell East,-36.8637499757408,174.78014008364647,Museum Store,-36.860516,174.77768,Gift Shop
Parnell East,-36.8637499757408,174.78014008364647,Newmarket Park,-36.86427448983011,174.78548526763916,Park
Parnell West,-36.8637499757408,174.78014008364647,Nickie's Thai Restaurant,-36.86461824223646,174.77919275522342,Thai Restaurant
Parnell West,-36.8637499757408,174.78014008364647,East West Bikram Yoga,-36.864725050898336,174.77838767374658,Yoga Studio
Parnell West,-36.8637499757408,174.78014008364647,Foundation on George,-36.86368930373956,174.77959440976778,Café
Parnell West,-36.8637499757408,174.78014008364647,Domain Ayr Cafe,-36.86213741084733,174.78184520108118,Café
Parnell West,-36.8637499757408,174.78014008364647,Selera,-36.86753213936945,174.77740052937202,Malay Restaurant
Parnell West,-36.8637499757408,174.78014008364647,Archies Pizzeria,-36.866861457781674,174.7775835048822,Pizza Place
Parnell West,-36.8637499757408,174.78014008364647,Auckland Museum,-36.86049154357707,174.77789733175103,History Museum
Parnell West,-36.8637499757408,174.78014008364647,The Warehouse,-36.865998181807356,174.77905050562168,Department Store
Parnell West,-36.8637499757408,174.78014008364647,The Lumsden Freehouse,-36.867527,174.777998,Bar
Parnell West,-36.8637499757408,174.78014008364647,Event Cinemas,-36.865898644759405,174.77840196847615,Multiplex
Parnell West,-36.8637499757408,174.78014008364647,Safran,-36.867112358488285,174.77780796936494,Italian Restaurant
Parnell West,-36.8637499757408,174.78014008364647,Shaky Isles Coffee Co.,-36.86566540470182,174.77679005484703,Café
Parnell West,-36.8637499757408,174.78014008364647,Mojo Garage,-36.86533473972856,174.77674809641573,Café
Parnell West,-36.8637499757408,174.78014008364647,Burger King,-36.86641966987105,174.77864920925686,Fast Food Restaurant
Parnell West,-36.8637499757408,174.78014008364647,Oobe,-36.86779305617654,174.7777594576754,Electronics Store
Parnell West,-36.8637499757408,174.78014008364647,The Olympic Pools & Fitness Centre,-36.86578261249971,174.77805534979143,Gym
Parnell West,-36.8637499757408,174.78014008364647,Auckland War Memorial Museum,-36.860665,174.777877,History Museum
Parnell West,-36.8637499757408,174.78014008364647,Museum Store,-36.860516,174.77768,Gift Shop
Parnell West,-36.8637499757408,174.78014008364647,Newmarket Park,-36.86427448983011,174.78548526763916,Park
Penrose,-36.918183332999945,174.81764964900003,McDonald's,-36.919754116227345,174.8156574231009,Fast Food Restaurant
Penrose,-36.918183332999945,174.81764964900003,Mt Smart Stadium,-36.9179773065617,174.8120852867342,Football Stadium
Penrose,-36.918183332999945,174.81764964900003,Avis,-36.9194994,174.8177465,Rental Car Location
Penrose,-36.918183332999945,174.81764964900003,Expresso @ Work,-36.91974208769962,174.82063798251028,Café
Pinehill,-36.731440824999936,174.72356648000004,Palmers Planet,-36.730806,174.722517,Garden Center
Pinehill,-36.731440824999936,174.72356648000004,Oceanz Seafood,-36.730613928832526,174.72424429553755,Seafood Restaurant
Pinehill,-36.731440824999936,174.72356648000004,Fruit World,-36.730829185709716,174.7239219702791,Fruit & Vegetable Store
Pinehill,-36.731440824999936,174.72356648000004,Cafe Botannix,-36.7308,174.722672,Café
Pinehill,-36.731440824999936,174.72356648000004,Palmers Garden Center,-36.730898,174.722607,Garden Center
Pinehill,-36.731440824999936,174.72356648000004,Tofu Shop,-36.730705590700204,174.72419686880525,Grocery Store
Point Chevalier East,-36.861288062802586,174.70341367374013,Malinee Thai Vegetarian Food,-36.86343465353679,174.70523923631455,Thai Restaurant
Point Chevalier East,-36.861288062802586,174.70341367374013,Pt Chevalier Sailing Club,-36.86003703566817,174.6996998086926,Beach
Point Chevalier East,-36.861288062802586,174.70341367374013,Raymond Reserve,-36.85989640095095,174.6997472416828,Park
Point Chevalier East,-36.861288062802586,174.70341367374013,Point Chevalier Bowling Club,-36.85793646498757,174.70454000596933,Bowling Green
Point Chevalier East,-36.861288062802586,174.70341367374013,Ambler,-36.865056,174.706444,Bistro
Point Chevalier West,-36.861288062802586,174.70341367374013,Malinee Thai Vegetarian Food,-36.86343465353679,174.70523923631455,Thai Restaurant
Point Chevalier West,-36.861288062802586,174.70341367374013,Pt Chevalier Sailing Club,-36.86003703566817,174.6996998086926,Beach
Point Chevalier West,-36.861288062802586,174.70341367374013,Raymond Reserve,-36.85989640095095,174.6997472416828,Park
Point Chevalier West,-36.861288062802586,174.70341367374013,Point Chevalier Bowling Club,-36.85793646498757,174.70454000596933,Bowling Green
Point Chevalier West,-36.861288062802586,174.70341367374013,Ambler,-36.865056,174.706444,Bistro
Point England,-36.883957201999976,174.86470353800007,Point England Reserve,-36.8837395737445,174.8695403649426,Park
Point England,-36.883957201999976,174.86470353800007,Glen Innes Aquatic Centre,-36.88002172467565,174.86624249855174,Pool
Ponsonby East,-36.85807013468013,174.74973850684034,Western Park,-36.856268965000865,174.75186109542847,Park
Ponsonby East,-36.85807013468013,174.74973850684034,Ponsonby International Foodcourt,-36.85742830156598,174.74840255646507,Food Court
Ponsonby East,-36.85807013468013,174.74973850684034,ThirtyNine Cafe,-36.85750314338634,174.74866524723888,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Countdown,-36.85837462326917,174.74886174894496,Supermarket
Ponsonby East,-36.85807013468013,174.74973850684034,El Sizzling Chorizo,-36.85629022374343,174.74613059744718,Argentinian Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Le Vietnamese Kitchen,-36.85605777577978,174.74677485652222,Vietnamese Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,eighthirty™,-36.85923284113346,174.75329690323144,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Conch,-36.85587757667903,174.74658693024335,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Ceres Fresh Market,-36.85635501126591,174.74612233124523,Fruit & Vegetable Store
Ponsonby East,-36.85807013468013,174.74973850684034,Ponsonby Central,-36.856276280712656,174.74616891882988,Shopping Mall
Ponsonby East,-36.85807013468013,174.74973850684034,Burger Burger,-36.856229416530134,174.7461443381607,Burger Joint
Ponsonby East,-36.85807013468013,174.74973850684034,Dante's Pizzeria Napoletana,-36.85632590785849,174.7461862434658,Pizza Place
Ponsonby East,-36.85807013468013,174.74973850684034,Sawadee Thai,-36.85901966733104,174.75100003683363,Thai Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Thai House,-36.85770262813729,174.74899816475263,Thai Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Satya South Indian Restaurant,-36.860020713920235,174.7522684845499,South Indian Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,SPQR,-36.85564542550434,174.74638443242955,Italian Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,The Blue Breeze Inn,-36.85601117295451,174.7463476378409,Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Eighthirty Coffee Roasters,-36.85634273748613,174.74603045388415,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Little Bread & Butter Bakery,-36.85646378275906,174.74614449330247,Bakery
Ponsonby East,-36.85807013468013,174.74973850684034,BurgerFuel,-36.85723,174.747853,Burger Joint
Ponsonby East,-36.85807013468013,174.74973850684034,Foxtrot Parlour,-36.85644808641732,174.7461675315301,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Santos Cafè,-36.857139356273635,174.74785735574378,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Pane E Vino,-36.85889661218115,174.74804162979126,Italian Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Gelato Amante,-36.857165940175484,174.74840146836803,Ice Cream Shop
Ponsonby East,-36.85807013468013,174.74973850684034,Joy Bong,-36.858927553992594,174.7536813481106,Thai Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Little Algiers,-36.85914434777513,174.75349263104056,African Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,The Dairy,-36.856343616795584,174.7461478375938,Deli / Bodega
Ponsonby East,-36.85807013468013,174.74973850684034,Torpedo7,-36.85941602543808,174.7534894274826,Sporting Goods Shop
Ponsonby East,-36.85807013468013,174.74973850684034,Chop Chop Noodle House,-36.85623144414784,174.74633054072726,Asian Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Mexico Ponsonby,-36.85512874914521,174.74616013456463,Mexican Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Tokyo Club,-36.856252317061326,174.74625137501758,Japanese Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Miss Moonshine's,-36.85675011542741,174.74681457481103,BBQ Joint
Ponsonby East,-36.85807013468013,174.74973850684034,Saan,-36.855453,174.74605,Thai Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Mr Toms,-36.854849727286265,174.74609971187303,Bar
Ponsonby East,-36.85807013468013,174.74973850684034,Subway,-36.855871834189195,174.74653540300872,Sandwich Place
Ponsonby East,-36.85807013468013,174.74973850684034,Yuzu,-36.855142436723774,174.74624434482456,Japanese Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Thirsty Dog,-36.85845416542185,174.7550269771499,Bar
Ponsonby East,-36.85807013468013,174.74973850684034,One 2 One cafe,-36.85563541589846,174.74654152614488,Coffee Shop
Ponsonby East,-36.85807013468013,174.74973850684034,Craft Kitchen,-36.85963531870312,174.7525822549725,Café
Ponsonby East,-36.85807013468013,174.74973850684034,Ponsonby Social Club,-36.85557228880753,174.7463026981668,Bar
Ponsonby East,-36.85807013468013,174.74973850684034,Late Night Diner,-36.855553329558255,174.7462391209558,Diner
Ponsonby East,-36.85807013468013,174.74973850684034,Dogs Bollix,-36.859993967313535,174.75292749389783,Bar
Ponsonby East,-36.85807013468013,174.74973850684034,Crossroads,-36.85947868793922,174.75263267267627,Bar
Ponsonby East,-36.85807013468013,174.74973850684034,MONarCHY,-36.859,174.753713,Thai Restaurant
Ponsonby East,-36.85807013468013,174.74973850684034,Lifewise Merge Cafe,-36.858304292863,174.75533723831177,Café
